issue_id;url;code_seq_with_all_codes;code_seq_abbreviated;code_seq_with_selected_codes;stage_seq_with_selected_codes;n_code_seq_all_codes;n_code_seq_selected_codes;n_stage_seq_selected_codes
1728953;https://bugzilla.mozilla.org/show_bug.cgi?id=1728953;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1718748;https://bugzilla.mozilla.org/show_bug.cgi?id=1718748;PROBLEM_LOCALIZATION,PROBLEM_LOCALIZATION,PROBLEM_REVIEW_REQUEST,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION;PRB_LOC,PRB_LOC,PRB_REV_REQ,COD_IMP,COD_REV,SOL_VER;PRB_LOC,PRB_LOC,COD_IMP,COD_REV,SOL_VER;ISU_ANLYS,IMPL,CR,VER;6;6;4
1718031;https://bugzilla.mozilla.org/show_bug.cgi?id=1718031;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1717682;https://bugzilla.mozilla.org/show_bug.cgi?id=1717682;CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV,COD_IMP,COD_REV;COD_IMP,COD_REV,COD_IMP,COD_REV;IMPL,CR,IMPL,CR;4;4;4
1716655;https://bugzilla.mozilla.org/show_bug.cgi?id=1716655;REPRODUCTION_ATTEMPT,CODE_IMPLEMENTATION,CODE_REVIEW;REP_ATT,COD_IMP,COD_REV;REP_ATT,COD_IMP,COD_REV;ISU_REP,IMPL,CR;3;3;3
1715838;https://bugzilla.mozilla.org/show_bug.cgi?id=1715838;POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW;POT_SOL_DES,COD_IMP,COD_REV;POT_SOL_DES,COD_IMP,COD_REV;SOL_DES,IMPL,CR;3;3;3
1706916;https://bugzilla.mozilla.org/show_bug.cgi?id=1706916;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1705768;https://bugzilla.mozilla.org/show_bug.cgi?id=1705768;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1705327;https://bugzilla.mozilla.org/show_bug.cgi?id=1705327;CODE_IMPLEMENTATION,CODE_REVIEW,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION,IMPLEMENTATION_REVERSION,COLLATERAL_PROBLEM_ANALYSIS,CODE_UPDATE_REQUEST,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,SOLUTION_VERIFICATION,VERIFICATION_REQUEST,SOLUTION_VERIFICATION,COLLATERAL_POTENTIAL_SOLUTION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION,CODE_IMPLEMENTATION,UPLIFT_APPROVAL,SOLUTION_VERIFICATION;COD_IMP,COD_REV,IMP_REVRSN,COD_IMP,IMP_REVRSN,CO_PRB_CUS,COD_UP_REQ,CO_PRB_CUS,CO_PRB_CUS,SOL_VER,VER_REQ,SOL_VER,CO_POT_SOL,CO_PRB_CUS,CO_PRB_CUS,CO_POT_SOL,COD_IMP,UPLFT_APRV,SOL_VER;COD_IMP,COD_REV,IMP_REVRSN,COD_IMP,IMP_REVRSN,CO_PRB_CUS,CO_PRB_CUS,CO_PRB_CUS,SOL_VER,SOL_VER,CO_POT_SOL,CO_PRB_CUS,CO_PRB_CUS,CO_POT_SOL,COD_IMP,UPLFT_APRV,SOL_VER;IMPL,CR,VER,IMPL,VER,IMPL,VER;19;19;7
1705253;https://bugzilla.mozilla.org/show_bug.cgi?id=1705253;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1704164;https://bugzilla.mozilla.org/show_bug.cgi?id=1704164;PROBLEM_CAUSE_IDENTIFICATION,CODE_IMPLEMENTATION,CODE_REVIEW;PRB_CUS_IDN,COD_IMP,COD_REV;PRB_CUS_IDN,COD_IMP,COD_REV;ISU_ANLYS,IMPL,CR;3;3;3
1703558;https://bugzilla.mozilla.org/show_bug.cgi?id=1703558;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1689742;https://bugzilla.mozilla.org/show_bug.cgi?id=1689742;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1688325;https://bugzilla.mozilla.org/show_bug.cgi?id=1688325;PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW,PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION;PRB_REV_REQ,PRB_REV,PRB_REV,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP;PRB_REV,PRB_REV,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP;ISU_ANLYS,IMPL,CR,VER,IMPL;7;7;5
1686238;https://bugzilla.mozilla.org/show_bug.cgi?id=1686238;CODE_UPDATE_REQUEST,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION,CODE_IMPLEMENTATION,CODE_REVIEW,ISSUE_IMPACT,CODE_IMPLEMENTATION;COD_UP_REQ,COD_IMP,SOL_VER,COD_IMP,COD_REV,ISUE_IMPCT,COD_IMP;COD_IMP,SOL_VER,COD_IMP,COD_REV,COD_IMP;IMPL,VER,IMPL,CR,IMPL;7;7;5
1686219;https://bugzilla.mozilla.org/show_bug.cgi?id=1686219;CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW_REQUEST,CODE_REVIEW;COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV_REQ,COD_REV;COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV;IMPL,CR,IMPL,CR,IMPL,CR;7;7;6
1683093;https://bugzilla.mozilla.org/show_bug.cgi?id=1683093;CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV;COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV;IMPL,CR,IMPL,CR,IMPL,CR;6;6;6
1677183;https://bugzilla.mozilla.org/show_bug.cgi?id=1677183;PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION;PRB_REV,COD_IMP,COD_REV,COD_REV,IMP_REVRSN,COD_IMP;PRB_REV,COD_IMP,COD_REV,COD_REV,IMP_REVRSN,COD_IMP;ISU_ANLYS,IMPL,CR,VER,IMPL;6;6;5
1666607;https://bugzilla.mozilla.org/show_bug.cgi?id=1666607;PROBLEM_REVIEW,REPRODUCTION_ATTEMPT,REPRODUCTION_ATTEMPT,PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW,PROBLEM_REVIEW_REQUEST,CODE_IMPLEMENTATION,CODE_REVIEW;PRB_REV,REP_ATT,REP_ATT,PRB_REV_REQ,PRB_REV,PRB_REV_REQ,COD_IMP,COD_REV;PRB_REV,REP_ATT,REP_ATT,PRB_REV,COD_IMP,COD_REV;ISU_ANLYS,ISU_REP,ISU_ANLYS,IMPL,CR;8;8;5
1662097;https://bugzilla.mozilla.org/show_bug.cgi?id=1662097;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1661727;https://bugzilla.mozilla.org/show_bug.cgi?id=1661727;POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION;POT_SOL_DES,COD_IMP,COD_REV,SOL_VER;POT_SOL_DES,COD_IMP,COD_REV,SOL_VER;SOL_DES,IMPL,CR,VER;4;4;4
1654383;https://bugzilla.mozilla.org/show_bug.cgi?id=1654383;CODE_IMPLEMENTATION,CODE_REVIEW,IMPLEMENTATION_REVERSION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION,SOLUTION_REVIEW,COLLATERAL_POTENTIAL_SOLUTION,CODE_REVIEW_REQUEST,CODE_IMPLEMENTATION;COD_IMP,COD_REV,IMP_REVRSN,CO_PRB_CUS,CO_POT_SOL,SOL_REV,CO_POT_SOL,COD_REV_REQ,COD_IMP;COD_IMP,COD_REV,IMP_REVRSN,CO_PRB_CUS,CO_POT_SOL,SOL_REV,CO_POT_SOL,COD_IMP;IMPL,CR,VER,SOL_DES,VER,IMPL;9;9;6
1651593;https://bugzilla.mozilla.org/show_bug.cgi?id=1651593;PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW;PRB_REV_REQ,PRB_REV,COD_IMP,COD_REV;PRB_REV,COD_IMP,COD_REV;ISU_ANLYS,IMPL,CR;4;4;3
1651332;https://bugzilla.mozilla.org/show_bug.cgi?id=1651332;CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,SOLUTION_REVIEW,SOLUTION_REVIEW,SOLUTION_REVIEW,SOLUTION_REVIEW,SOLUTION_REVIEW,SOLUTION_REVIEW,SOLUTION_VERIFICATION,COLLATERAL_PROBLEM_ANALYSIS,NEW_ISSUE_FILING;COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_REV,POT_SOL_DES,SOL_REV,SOL_REV,SOL_REV,SOL_REV,SOL_REV,SOL_REV,SOL_REV,SOL_VER,CO_PRB_CUS,FLD_NW_ISUE;COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_REV,POT_SOL_DES,SOL_REV,SOL_REV,SOL_REV,SOL_REV,SOL_REV,SOL_REV,SOL_REV,SOL_VER,CO_PRB_CUS;IMPL,CR,IMPL,CR,IMPL,CR,IMPL,CR,IMPL,CR,SOL_DES,VER;22;22;12
1647930;https://bugzilla.mozilla.org/show_bug.cgi?id=1647930;CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION,VERIFICATION_REQUEST,SOLUTION_VERIFICATION;COD_IMP,COD_REV,SOL_VER,VER_REQ,SOL_VER;COD_IMP,COD_REV,SOL_VER,SOL_VER;IMPL,CR,VER;5;5;3
1645527;https://bugzilla.mozilla.org/show_bug.cgi?id=1645527;CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV,COD_IMP,COD_REV;COD_IMP,COD_REV,COD_IMP,COD_REV;IMPL,CR,IMPL,CR;4;4;4
1644719;https://bugzilla.mozilla.org/show_bug.cgi?id=1644719;CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,POTENTIAL_SOLUTION_DESIGN,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION,CODE_REVIEW,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION;COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,POT_SOL_DES,IMP_REVRSN,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP;COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,POT_SOL_DES,IMP_REVRSN,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP;IMPL,CR,IMPL,CR,IMPL,CR,SOL_DES,VER,IMPL,CR,VER,IMPL;12;12;12
1640135;https://bugzilla.mozilla.org/show_bug.cgi?id=1640135;POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW;POT_SOL_DES,SOL_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV;POT_SOL_DES,SOL_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV;SOL_DES,IMPL,CR,IMPL,CR,IMPL,CR,IMPL,CR,IMPL,CR;12;12;11
1637897;https://bugzilla.mozilla.org/show_bug.cgi?id=1637897;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1634650;https://bugzilla.mozilla.org/show_bug.cgi?id=1634650;POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,SOLUTION_REVIEW,SOLUTION_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,IMPLEMENTATION_REVERSION,COLLATERAL_PROBLEM_ANALYSIS,SOLUTION_VERIFICATION,SOLUTION_VERIFICATION,COLLATERAL_PROBLEM_ANALYSIS,SOLUTION_VERIFICATION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,NEW_ISSUE_FILING,NEW_ISSUE_FILING;POT_SOL_DES,SOL_REV,SOL_REV,SOL_REV,COD_IMP,COD_REV,IMP_REVRSN,CO_PRB_CUS,SOL_VER,SOL_VER,CO_PRB_CUS,SOL_VER,CO_PRB_CUS,CO_PRB_CUS,CO_PRB_CUS,CO_PRB_CUS,FLD_NW_ISUE,FLD_NW_ISUE;POT_SOL_DES,SOL_REV,SOL_REV,SOL_REV,COD_IMP,COD_REV,IMP_REVRSN,CO_PRB_CUS,SOL_VER,SOL_VER,CO_PRB_CUS,SOL_VER,CO_PRB_CUS,CO_PRB_CUS,CO_PRB_CUS,CO_PRB_CUS;SOL_DES,IMPL,CR,VER;18;18;4
1630806;https://bugzilla.mozilla.org/show_bug.cgi?id=1630806;POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW;POT_SOL_DES,COD_IMP,COD_REV;POT_SOL_DES,COD_IMP,COD_REV;SOL_DES,IMPL,CR;3;3;3
1629902;https://bugzilla.mozilla.org/show_bug.cgi?id=1629902;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1626111;https://bugzilla.mozilla.org/show_bug.cgi?id=1626111;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1624268;https://bugzilla.mozilla.org/show_bug.cgi?id=1624268;POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,SOLUTION_REVIEW_REQUEST,SOLUTION_REVIEW_REQUEST,POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION;POT_SOL_DES,SOL_REV,SOL_REV_REQ,SOL_REV_REQ,POT_SOL_DES,POT_SOL_DES,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP;POT_SOL_DES,SOL_REV,POT_SOL_DES,POT_SOL_DES,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP;SOL_DES,IMPL,CR,IMPL,CR,IMPL,CR,IMPL,CR,VER,IMPL;16;16;11
1623400;https://bugzilla.mozilla.org/show_bug.cgi?id=1623400;REPRODUCTION_ATTEMPT,REPRODUCTION_ATTEMPT,PROBLEM_LOCALIZATION,PROBLEM_REVIEW,PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW,PROBLEM_REVIEW,PROBLEM_REVIEW,PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW,SOLUTION_REVIEW,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,SOLUTION_REVIEW,REPRODUCTION_ATTEMPT,REPRODUCTION_ATTEMPT,PROBLEM_REVIEW,PROBLEM_REVIEW,PROBLEM_CAUSE_IDENTIFICATION,CODE_IMPLEMENTATION,CODE_REVIEW,PROBLEM_REVIEW,PROBLEM_REVIEW,REPRODUCTION_ATTEMPT,NEW_ISSUE_FILING,PROBLEM_CAUSE_IDENTIFICATION,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,ISSUE_IMPACT,SOLUTION_VERIFICATION;REP_ATT,REP_ATT,PRB_LOC,PRB_REV,PRB_REV_REQ,PRB_REV,PRB_REV,PRB_REV,PRB_REV_REQ,PRB_REV,SOL_REV,POT_SOL_DES,SOL_REV,SOL_REV,REP_ATT,REP_ATT,PRB_REV,PRB_REV,PRB_CUS_IDN,COD_IMP,COD_REV,PRB_REV,PRB_REV,REP_ATT,FLD_NW_ISUE,PRB_CUS_IDN,POT_SOL_DES,COD_IMP,ISUE_IMPCT,SOL_VER;REP_ATT,REP_ATT,PRB_LOC,PRB_REV,PRB_REV,PRB_REV,PRB_REV,PRB_REV,SOL_REV,POT_SOL_DES,SOL_REV,SOL_REV,REP_ATT,REP_ATT,PRB_REV,PRB_REV,PRB_CUS_IDN,COD_IMP,COD_REV,PRB_REV,PRB_REV,REP_ATT,PRB_CUS_IDN,POT_SOL_DES,COD_IMP,SOL_VER;ISU_REP,ISU_ANLYS,SOL_DES,ISU_REP,ISU_ANLYS,IMPL,CR,ISU_ANLYS,ISU_REP,ISU_ANLYS,SOL_DES,IMPL,VER;30;30;13
1622369;https://bugzilla.mozilla.org/show_bug.cgi?id=1622369;PROBLEM_CAUSE_IDENTIFICATION,PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW,PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW,PROBLEM_REVIEW,REPRODUCTION_ATTEMPT,CODE_IMPLEMENTATION,CODE_REVIEW;PRB_CUS_IDN,PRB_REV_REQ,PRB_REV,PRB_REV_REQ,PRB_REV,PRB_REV,REP_ATT,COD_IMP,COD_REV;PRB_CUS_IDN,PRB_REV,PRB_REV,PRB_REV,REP_ATT,COD_IMP,COD_REV;ISU_ANLYS,ISU_REP,IMPL,CR;9;9;4
1618477;https://bugzilla.mozilla.org/show_bug.cgi?id=1618477;PROBLEM_REVIEW,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION,SOLUTION_VERIFICATION;PRB_REV,POT_SOL_DES,COD_IMP,COD_REV,SOL_VER,SOL_VER;PRB_REV,POT_SOL_DES,COD_IMP,COD_REV,SOL_VER,SOL_VER;ISU_ANLYS,SOL_DES,IMPL,CR,VER;6;6;5
1615767;https://bugzilla.mozilla.org/show_bug.cgi?id=1615767;REPRODUCTION_ATTEMPT,REPRODUCTION_REQUEST,REPRODUCTION_ATTEMPT,PROBLEM_REVIEW,PROBLEM_REVIEW,REPRODUCTION_ATTEMPT,PROBLEM_LOCALIZATION,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION,UPLIFT_APPROVAL;REP_ATT,REP_REQ,REP_ATT,PRB_REV,PRB_REV,REP_ATT,PRB_LOC,POT_SOL_DES,COD_IMP,COD_REV,SOL_VER,UPLFT_APRV;REP_ATT,REP_ATT,PRB_REV,PRB_REV,REP_ATT,PRB_LOC,POT_SOL_DES,COD_IMP,COD_REV,SOL_VER,UPLFT_APRV;ISU_REP,ISU_ANLYS,ISU_REP,ISU_ANLYS,SOL_DES,IMPL,CR,VER;12;12;8
1614706;https://bugzilla.mozilla.org/show_bug.cgi?id=1614706;PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW;PRB_REV,COD_IMP,COD_REV;PRB_REV,COD_IMP,COD_REV;ISU_ANLYS,IMPL,CR;3;3;3
1600320;https://bugzilla.mozilla.org/show_bug.cgi?id=1600320;PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW;PRB_REV,COD_IMP,COD_REV;PRB_REV,COD_IMP,COD_REV;ISU_ANLYS,IMPL,CR;3;3;3
1600017;https://bugzilla.mozilla.org/show_bug.cgi?id=1600017;POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW;POT_SOL_DES,COD_IMP,COD_REV;POT_SOL_DES,COD_IMP,COD_REV;SOL_DES,IMPL,CR;3;3;3
1598488;https://bugzilla.mozilla.org/show_bug.cgi?id=1598488;PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW,SOLUTION_REVIEW,SOLUTION_REVIEW,REPRODUCTION_REQUEST,PROBLEM_CAUSE_IDENTIFICATION,CODE_IMPLEMENTATION,CODE_REVIEW;PRB_REV_REQ,PRB_REV,SOL_REV,SOL_REV,REP_REQ,PRB_CUS_IDN,COD_IMP,COD_REV;PRB_REV,SOL_REV,SOL_REV,PRB_CUS_IDN,COD_IMP,COD_REV;ISU_ANLYS,SOL_DES,ISU_ANLYS,IMPL,CR;8;8;5
1593658;https://bugzilla.mozilla.org/show_bug.cgi?id=1593658;CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION;COD_IMP,COD_REV,SOL_VER;COD_IMP,COD_REV,SOL_VER;IMPL,CR,VER;3;3;3
1584273;https://bugzilla.mozilla.org/show_bug.cgi?id=1584273;PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW;PRB_REV,COD_IMP,COD_REV;PRB_REV,COD_IMP,COD_REV;ISU_ANLYS,IMPL,CR;3;3;3
1581315;https://bugzilla.mozilla.org/show_bug.cgi?id=1581315;POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION;POT_SOL_DES,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,SOL_VER,CO_PRB_CUS,CO_POT_SOL;POT_SOL_DES,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,SOL_VER,CO_PRB_CUS,CO_POT_SOL;SOL_DES,IMPL,CR,IMPL,CR,IMPL,CR,VER;10;10;8
1579004;https://bugzilla.mozilla.org/show_bug.cgi?id=1579004;POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION;POT_SOL_DES,POT_SOL_DES,POT_SOL_DES,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP;POT_SOL_DES,POT_SOL_DES,POT_SOL_DES,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP;SOL_DES,IMPL,CR,VER,IMPL;7;7;5
1576778;https://bugzilla.mozilla.org/show_bug.cgi?id=1576778;POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW;POT_SOL_DES,COD_IMP,COD_REV;POT_SOL_DES,COD_IMP,COD_REV;SOL_DES,IMPL,CR;3;3;3
1576600;https://bugzilla.mozilla.org/show_bug.cgi?id=1576600;CODE_IMPLEMENTATION,CODE_REVIEW,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION,CODE_REVIEW,UPLIFT_APPROVAL,SOLUTION_VERIFICATION;COD_IMP,COD_REV,IMP_REVRSN,COD_IMP,COD_REV,UPLFT_APRV,SOL_VER;COD_IMP,COD_REV,IMP_REVRSN,COD_IMP,COD_REV,UPLFT_APRV,SOL_VER;IMPL,CR,VER,IMPL,CR,VER;7;7;6
1574259;https://bugzilla.mozilla.org/show_bug.cgi?id=1574259;POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW;POT_SOL_DES,COD_IMP,COD_REV;POT_SOL_DES,COD_IMP,COD_REV;SOL_DES,IMPL,CR;3;3;3
1571487;https://bugzilla.mozilla.org/show_bug.cgi?id=1571487;POTENTIAL_SOLUTION_DESIGN,PROBLEM_REVIEW,PROBLEM_REVIEW_REQUEST,NEW_ISSUE_FILING,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_REVIEW,SOLUTION_REVIEW,CODE_REVIEW_REQUEST,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW_REQUEST,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION,IMPLEMENTATION_REVERSION,IMPLEMENTATION_REVERSION,SOLUTION_VERIFICATION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION,SOLUTION_REVIEW_REQUEST,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION,NEW_ISSUE_FILING,NEW_ISSUE_FILING,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION;POT_SOL_DES,PRB_REV,PRB_REV_REQ,FLD_NW_ISUE,POT_SOL_DES,COD_IMP,COD_REV,SOL_REV,SOL_REV,COD_REV_REQ,COD_IMP,COD_IMP,COD_REV_REQ,COD_REV,COD_REV,COD_REV,COD_IMP,IMP_REVRSN,IMP_REVRSN,SOL_VER,CO_PRB_CUS,CO_PRB_CUS,COD_IMP,COD_REV,SOL_VER,SOL_REV_REQ,CO_PRB_CUS,CO_POT_SOL,FLD_NW_ISUE,FLD_NW_ISUE,COD_IMP,SOL_VER;POT_SOL_DES,PRB_REV,POT_SOL_DES,COD_IMP,COD_REV,SOL_REV,SOL_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_IMP,IMP_REVRSN,IMP_REVRSN,SOL_VER,CO_PRB_CUS,CO_PRB_CUS,COD_IMP,COD_REV,SOL_VER,CO_PRB_CUS,CO_POT_SOL,COD_IMP,SOL_VER;SOL_DES,ISU_ANLYS,SOL_DES,IMPL,CR,SOL_DES,IMPL,CR,IMPL,VER,IMPL,CR,VER,IMPL,VER;32;32;15
